,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label,artistName,trackName
0,0.5469504168494954,0.7035054305862974,0.9090909090909092,0.8162885048835463,0.41451709658068386,0.36277007266732886,0.0,0.06280295047418336,0.851045848299176,0.15549071063935344,2,Lonr.,Make the Most (feat. H.E.R.)
73,0.5568231680561649,0.6170278478406342,0.4545454545454546,0.8775056348610069,0.11817636472705456,0.3185459136726324,0.0,0.08851422550052687,0.3238960490175365,0.1833065684853708,6,Yung Bleu,You’re Mines Still (feat. Drake)
75,0.823387450636244,0.5912904720234725,1.0,0.9149211119459054,0.16496700659868024,0.22004665045717225,0.0,0.06164383561643836,0.903866469469681,0.1635658611100232,2,Kota the Friend,Face It
126,0.3571741992101799,0.735419776599578,0.36363636363636365,0.8576709241172051,0.07198560287942413,0.06787533973451232,0.0,0.19388830347734456,0.12106486372279737,0.22691368662932648,6,SAINt JHN,The Best Part of Life
272,0.8135146994295744,0.6633551243115253,0.09090909090909091,0.859023290758828,0.1961607678464307,0.5708246388469234,0.0,0.04910432033719705,0.4506655398267484,0.30131343595367727,1,Blxst,Forever Humble
367,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top
501,0.8431329530495831,0.5861429968600402,0.8181818181818182,0.8389181066867019,0.26454709058188364,0.002011495668092862,0.0,0.09378292939936775,0.4210859919712656,0.1995090935202956,5,JID,Off Deez (with J. Cole)
541,0.5677928916191312,0.6499716888866013,0.5454545454545454,0.8958677685950414,0.13257348530293941,0.028676653352849586,0.0,0.3108535300316122,0.24677794210859924,0.21777447025185076,6,Lil Baby,Emotionally Scarred
671,0.6028960070206231,0.971174139084779,0.18181818181818182,0.8990833959429001,0.05614877024595081,0.11953719819649858,0.0,0.3266596417281349,0.5932812169871118,0.6530622902876242,8,NLE Choppa,CAPO
688,0.3264589732338745,0.7632161424821127,0.18181818181818182,0.8610067618332082,0.33773245350929815,0.0006415518337798801,0.0,0.3129610115911486,0.6038453412212127,0.15794524303787555,7,Lil Wayne,6 Foot 7 Foot
718,0.7444054409828873,0.818808874247182,0.36363636363636365,0.8424042073628851,0.3725254949010198,0.09652053362880432,0.0,0.321390937829294,0.6873019226706106,0.5550768346976878,4,Fivio Foreign,Story Time
747,0.8003510311540151,0.8589591805219541,1.0,0.8594139744552969,0.3029394121175765,0.06536260342799549,0.0,0.06954689146469967,0.5151066976547645,0.7521444518428577,2,A$AP Ferg,Plain Jane
750,0.8003510311540151,0.8589591805219541,1.0,0.8594139744552969,0.3029394121175765,0.06536260342799549,0.0,0.06954689146469967,0.5151066976547645,0.7521444518428577,2,Prince Taee,Plain Jane
757,0.6182536200087758,0.7868945282339014,1.0,0.9502629601803156,0.3329334133173365,0.4703151865862497,0.0,0.27397260273972607,0.4305937037819565,0.1620317783609469,2,Meek Mill,Dreams and Nightmares
798,0.7729267222465994,0.893962011633294,0.18181818181818182,0.8973403456048086,0.36172765446910615,0.03018429513675969,2.222222222222222e-06,0.2423603793466807,0.2879780266215931,0.04169441071638402,7,Pop Smoke,Element
896,0.669811320754717,0.8116024090183767,0.09090909090909091,0.846160781367393,0.33773245350929815,0.45825405231496885,0.0,0.256059009483667,0.7549123177688569,0.5888397112007626,8,Pop Smoke,Mannequin (feat. Lil Tjay)
917,0.8222904782799474,0.5531991558140733,0.36363636363636365,0.786145755071375,0.13857228554289142,0.1034556858347908,0.0,0.0969441517386723,0.286921614198183,0.490821615552335,0,BandoPop,Flights
963,0.7740236946028961,0.7560096772533074,0.5454545454545454,0.8706536438767845,0.265746850629874,0.011389027564013715,0.0,0.04741833508956796,0.7728713289668286,0.5619312469807944,4,Pop Smoke,Christopher Walking
968,0.5524352786309785,0.7796880630050961,0.18181818181818182,0.8690909090909091,0.3173365326934613,0.3376427096021605,0.0,0.06311907270811382,0.6049017536446228,0.2513088663454885,1,Blxst,Chosen (feat. Ty Dolla $ign)
1127,0.7411145239139975,0.5562876409121328,0.09090909090909091,0.8281893313298273,0.4961007798440311,0.42207064950112627,0.0,0.14857744994731295,0.5615888442848087,0.567545337041244,1,Murda Beatz,Banana Split (with YNW Melly feat. Lil Durk)
1149,0.750987275120667,0.6674731044422711,0.0,0.8349211119459055,0.38332333533293345,0.04224542940804053,0.0,0.0755532139093783,0.37460384534122126,0.6333933910409566,7,Future,Drankin N Smokin
1214,0.37143483984203607,0.6705615895403306,0.7272727272727273,0.8696318557475583,0.34613077384523094,0.17381230241726237,0.0,0.08429926238145416,0.3196703993238961,0.8178423615735118,0,Future,March Madness
1258,0.8211935059236507,0.5861429968600402,0.09090909090909091,0.840931630353118,0.0770245950809838,0.2039651380954645,0.0,0.11169652265542676,0.4200295795478555,0.42532607418432494,7,iann dior,Prospect (ft. Lil Baby)
1264,0.3758227292672225,0.4008338909764761,0.0,0.709511645379414,0.1961607678464307,0.04938160051854837,0.0,0.09905163329820865,0.2922036763152335,0.22771010405650643,7,Lil Tecca,MONEY ON ME
1279,0.7411145239139975,0.6973284603901788,1.0,0.7953719008264464,0.3437312537492501,0.05691980943809889,0.0,0.043203371970495265,0.5806042679061906,0.350952436906767,2,Lil Tecca,REPEAT IT (with Gunna)
1328,0.7893813075910489,0.7549801822206209,0.09090909090909091,0.8977610818933134,0.05002999400119975,0.06124171588530786,0.0,0.2876712328767123,0.44538347770969794,0.3078088075933832,7,Keith Ape,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)"
1336,0.6248354541465556,0.7343902815668916,0.18181818181818182,0.8574605559729528,0.08218356328734253,0.01339921660922719,8.022426095820591e-05,0.18440463645943098,0.20663427001901544,0.5750460224824723,7,Pop Smoke,Welcome To The Party
1409,0.8277753400614305,0.876460596077624,1.0,0.7583170548459806,0.07282543491301738,0.25120458065798107,7.135575942915392e-05,0.1506849315068493,0.5446862455102472,0.4506939276435183,2,Denzel Curry,SUMO | ZUMO
1416,0.8595875383940325,0.7127708858804757,0.09090909090909091,0.8987828700225395,0.29454109178164367,0.08576602223691224,0.0,0.3719704952581665,0.15487006127192054,0.47012129045735246,7,Meek Mill,Millidelphia (feat. Swizz Beatz)
1434,0.5963141728828434,0.6695320945076442,1.0,0.8473628850488355,0.07366526694661069,0.1989396654824308,0.0,0.3624868282402529,0.5816606803296006,0.10849555442403352,5,Waka Flocka Flame,Hard in Da Paint
1444,0.7564721369021501,0.8836670613064292,0.6363636363636364,0.9151615326821939,0.16136772645470904,0.15471550648773438,0.0025586136595310907,0.32771338250790305,0.6682864990492289,0.4899533899964749,4,JID,151 Rum
1450,0.945151382185169,0.6201163329386936,0.0,0.8899173553719009,0.2033593281343731,0.09993785500566722,0.0,0.10115911485774501,0.8204098880202831,0.5224302481950047,8,Lil Baby,On Me
1469,0.945151382185169,0.6201163329386936,0.0,0.8899173553719009,0.2033593281343731,0.09993785500566722,0.0,0.10115911485774501,0.8204098880202831,0.5224302481950047,8,EXO-SC,On Me
1476,0.8990785432207109,0.574818551500489,0.18181818181818182,0.8482644628099174,0.36052789442111577,0.0016496616399544368,1.1314984709480122e-05,0.06343519494204425,0.7623072047327276,0.6992414450406694,8,Yo Gotti,Juice
1485,0.8990785432207109,0.574818551500489,0.18181818181818182,0.8482644628099174,0.36052789442111577,0.0016496616399544368,1.1314984709480122e-05,0.06343519494204425,0.7623072047327276,0.6992414450406694,8,French Montana,Juice
1488,0.36046511627906985,0.5604056210428786,0.0,0.8724567993989483,0.03155368926214757,0.22306193402499247,0.0,0.6227608008429927,0.14536234946122967,0.4077396106693823,7,Travis Scott,way back
1495,0.9199210179903468,0.4471611674473671,0.36363636363636365,0.7629451540195342,0.4337132573485303,0.13662380508081312,6.56472986748216e-05,0.1601685985247629,0.6820198605535601,0.5557883879727912,4,21 Savage,No Heart
1501,0.7224659938569549,0.6046739074483967,0.6363636363636364,0.7664913598797898,0.1469706058788242,0.12858304889995922,0.033231396534148826,0.11591148577449947,0.35347559687301927,0.18341754468424004,5,21 Savage,Dip Dip
1506,0.7970601140851251,0.451279147578113,0.9090909090909092,0.8807813673929377,0.037672465506898616,0.5939418128668783,0.0,0.09272918861959958,0.5869427424466511,0.4251759299152665,9,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N
1518,0.7531812198332603,0.7220363411746539,0.5454545454545454,0.9087002253944404,0.059388122375524884,0.3376427096021605,0.0,0.11275026343519493,0.25100359180223963,0.542523468202055,0,24kGoldn,The Top
1543,0.7060114085125055,0.41421732640140013,0.8181818181818182,0.8189932381667919,0.026394721055788835,0.18486834216593648,0.0,0.035405690200210754,0.16226494823579127,0.4901949264293081,5,Marc E. Bassy,Cold
1552,0.6215445370776657,0.7004169454882381,0.5454545454545454,0.7896318557475583,0.03539292141571685,0.07742373769927632,0.0,0.11696522655426764,0.6471582505810268,0.2615382606765631,4,Kanye West,Good Life
1554,0.6215445370776657,0.7004169454882381,0.5454545454545454,0.7896318557475583,0.03539292141571685,0.07742373769927632,0.0,0.11696522655426764,0.6471582505810268,0.2615382606765631,4,OneRepublic,Good Life
1578,0.6072838964458096,0.7704226077109179,0.09090909090909091,0.8497370398196845,0.07690461907618476,0.2582402423162282,0.0,0.3898840885142255,0.777096978660469,0.1957293747470395,1,30,STROBE LIGHTS
1588,0.669811320754717,0.532609255160344,0.36363636363636365,0.7525469571750565,0.33413317336532694,0.3014593067883179,0.0,0.10326659641728134,0.5816606803296006,0.14311360045957194,1,Cordae,Chronicles (feat. H.E.R. & Lil Durk)
