,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label,artistName,trackName,Season,month,endTime
367,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/20/2022 5:00
368,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/20/2022 5:07
369,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/20/2022 5:13
370,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/21/2022 3:00
371,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/21/2022 20:20
372,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/21/2022 20:36
373,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/21/2022 20:55
374,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/22/2022 3:07
375,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/22/2022 3:16
376,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/22/2022 10:40
377,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/24/2022 20:07
378,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/24/2022 20:13
379,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/25/2022 23:34
380,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/26/2022 5:00
381,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/26/2022 5:16
382,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/27/2022 4:40
383,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/27/2022 7:14
384,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/27/2022 19:40
385,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/28/2022 17:21
386,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/28/2022 20:28
387,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/29/2022 2:25
388,0.7027204914436156,0.6633551243115253,0.4545454545454546,0.8210067618332082,0.41571685662867425,0.05581420546323148,0.0,0.19704952581664908,0.7020916965983519,0.7383703471596621,4,YoungBoy Never Broke Again,Lil Top,1,1,1/29/2022 2:30
